Timestamp,Channel_0_Filtered,Channel_0_Error,Channel_1_Filtered,Channel_1_Error,Channel_2_Filtered,Channel_2_Error,Channel_3_Filtered,Channel_3_Error,Channel_4_Filtered,Channel_4_Error
2025-10-17 12:58:22.094,942,-6,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:22.303,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:22.508,940,-4,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:22.717,940,-4,987,-3,912,0,864,-4,974,-2
2025-10-17 12:58:22.922,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:23.127,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:23.335,941,-1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:23.540,939,-3,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:23.749,941,-5,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:23.954,940,-4,988,-4,913,-1,864,-4,974,-2
2025-10-17 12:58:24.163,941,-5,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:24.368,941,-5,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:24.572,939,-3,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:24.782,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:24.986,939,-3,987,-3,914,-2,864,-4,974,-2
2025-10-17 12:58:25.195,941,-1,987,-3,913,-1,862,-2,973,-1
2025-10-17 12:58:25.400,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:25.608,940,0,987,-3,912,0,864,-4,974,-2
2025-10-17 12:58:25.814,941,-1,987,-3,913,-1,864,-4,973,-1
2025-10-17 12:58:26.018,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:26.227,940,0,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:26.432,940,0,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:26.641,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:26.845,941,-1,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:27.054,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:27.259,940,0,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:27.464,941,-1,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:27.673,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:27.877,941,-1,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:28.086,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:28.291,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:28.500,940,0,988,-4,913,-1,864,-4,974,-2
2025-10-17 12:58:28.705,940,-4,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:28.910,940,-4,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:29.119,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:29.323,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:29.533,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:29.738,940,0,987,-3,912,0,862,-2,974,-2
2025-10-17 12:58:29.946,941,-1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:30.151,939,1,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:30.356,941,-1,987,-3,911,1,862,-2,973,-1
2025-10-17 12:58:30.564,939,1,988,-4,913,-1,864,-4,974,-2
2025-10-17 12:58:30.770,940,0,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:30.979,941,-1,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:31.183,939,1,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:31.392,941,-1,987,-3,911,1,862,-2,973,-1
2025-10-17 12:58:31.597,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:31.802,939,-3,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:32.011,941,-1,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:32.216,939,1,988,-4,913,-1,863,-3,975,-3
2025-10-17 12:58:32.424,940,0,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:32.629,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:32.837,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:33.043,941,-1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:33.248,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:33.456,940,0,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:33.661,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:33.870,941,-1,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:34.075,940,0,988,-4,912,0,863,-3,974,-2
2025-10-17 12:58:34.280,939,1,987,-3,912,0,864,-4,974,-2
2025-10-17 12:58:34.489,941,-5,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:34.694,940,-4,987,-3,914,-2,864,-4,974,-2
2025-10-17 12:58:34.902,939,1,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:35.107,940,0,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:35.315,939,1,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:35.521,940,-4,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:35.725,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:35.935,940,-4,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:36.139,941,-5,987,-3,912,0,862,-2,974,-2
2025-10-17 12:58:36.348,939,-3,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:36.553,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:36.761,939,-3,988,-4,913,-1,864,-4,974,-2
2025-10-17 12:58:36.966,940,-4,987,-3,911,1,863,-3,974,-2
2025-10-17 12:58:37.175,941,-5,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:37.380,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:37.585,942,-6,987,-3,912,0,863,-3,973,-1
2025-10-17 12:58:37.793,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:37.999,940,0,987,-3,913,-1,862,-2,973,-1
2025-10-17 12:58:38.208,940,0,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:38.412,939,-3,987,-3,913,-1,862,-2,974,-2
2025-10-17 12:58:38.621,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:38.826,940,-4,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:39.031,940,-4,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:39.240,940,-4,987,-3,912,0,863,-3,974,-2
2025-10-17 12:58:39.445,939,-3,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:39.653,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:39.858,939,-3,987,-3,913,-1,863,-3,974,-2
2025-10-17 12:58:40.067,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:40.272,941,-5,987,-3,913,-1,863,-3,973,-1
2025-10-17 12:58:40.477,940,-4,988,-4,912,0,863,-3,974,-2
2025-10-17 12:58:40.685,941,-5,987,-3,911,1,863,-3,973,-1
2025-10-17 12:58:40.890,939,-3,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:41.099,941,-5,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:41.304,940,-4,987,-3,912,0,864,-4,974,-2
2025-10-17 12:58:41.513,939,-3,987,-3,913,-5,863,-3,974,-2
2025-10-17 12:58:41.718,941,-1,987,-3,913,-5,863,-3,974,-2
2025-10-17 12:58:41.926,940,0,987,-3,913,-1,864,-4,974,-2
2025-10-17 12:58:42.131,939,1,987,-3,912,0,862,-2,973,-1
2025-10-17 12:58:42.336,940,-4,988,-4,913,-1,863,-3,974,-2
2025-10-17 12:58:42.545,940,-4,988,-4,913,-1,864,-4,974,-2
2025-10-17 12:58:42.750,941,-5,987,-3,911,1,862,-2,973,-1
2025-10-17 12:58:42.958,939,-3,988,-4,912,0,864,-4,974,-2
